ID	JOBID	USERNAME	QUEUE	JOB_NAME	MEM_LIST	WALLTIME	JOB_STATE	TIME_USE	PHY_HOST	INSTANCE_NAME	SCRIPT_TMP	INS_STATE
1256156	4494047.clustera	huyw	core24	Xq-job-22373	40gb	01:10:00	R	00:00:02	computb33/2-3	IVXsshport-22373	Xqlogin	Active
